"account_id","id","cargo_name","account_name","cargo_type","min_size","max_size","region","matching_region","del_port","redel_port","laycan_start_date","laycan_end_date","duration","email_id","phone_number","latitude","longitude","received_at","process_id"
"TR149P","14679","DAP","Panocean","Dry Bulk","50000","66000","Persian Gulf","Persian Gulf","Ras Al Khair","Mundra","2026-01-18","2026-01-20","20","chartering@interbulkshipping.in","+91-9560504611","27.4","49.6",NULL,"257963"
"TR149P","14680","Bulk Grains","Harmony Bulkers","Dry Bulk","50000","69000","South America","South America","Recalada","Bangladesh","2026-01-20","2026-01-25","75","rieck-petersen@shipnet.de","+49 (0)40 35 00 426","-38.0","-57.0",NULL,"249968"
"TR149P","14681","Grains","Maxima Shipping","Dry Bulk","32000","40000","Continent","Continent","Plate","West Africa","2026-01-27","2026-02-05","180","rieck-petersen@shipnet.de","+49 (0)172 410 48 72","-34.6083","-58.3732",NULL,"193465"
"TR149P","14682","Grains","Maxima Shipping","Dry Bulk","28000","38000","West Coast Central America","West Coast Central America","West Coast Central America","Atlantic","2026-01-31","2026-02-05","0","rieck-petersen@shipnet.de","+49 (0)172 410 48 72","8.951","-79.5188",NULL,"193465"
"TR149P","14683","Scrap","Danbulk","Dry Bulk","24000","38000","Mediterranean","Mediterranean","French Bay","Turkey","2026-01-20","2026-01-25","0","rieck-petersen@shipnet.de","+49 (0)40 35 00 426","43.2965","5.3698",NULL,"597427"
"TR149P","14684","Gypsum","Navision","Dry Bulk","32000","42000","West Africa","West Africa","Morocco","Nigeria","2026-01-20","2026-01-25","30","rieck-petersen@shipnet.de","+49 (0)40 35 00 426","33.5898","-7.6039",NULL,"597427"
"TR149P","14685","Grains","Norden","Dry Bulk","28000","40000","Mediterranean","Mediterranean","C/V/B","Spain-Portugal-Morocco Range","2026-01-19","2026-01-24","30","rieck-petersen@shipnet.de","+49 (0)40 35 00 426","36.1408","-5.3536",NULL,"597427"
"TR149P","14686","Gypsum","Clipper","Dry Bulk","32000","38000","East Coast South America","East Coast South America","Spain Med","ECSA","2026-01-21","2026-01-24","0","rieck-petersen@shipnet.de","+49 (0)40 35 00 426","36.7213","-4.4214",NULL,"597427"
"TR149P","14687","Grains","Drydot","Dry Bulk","30000","40000","Mediterranean","Mediterranean","Rouen","Morocco","2026-01-21","2026-01-25","0","rieck-petersen@shipnet.de","+49 (0)40 35 00 426","49.4432","1.0993",NULL,"597427"
"TR149P","14688","Grains","Weco Bulk","Dry Bulk","50000","69000","South West Pacific","South West Pacific","SWP","Puerto Quetzal","2026-01-26","2026-01-31","0","rieck-petersen@shipnet.de","+49 (0)40 35 00 426","-35.0","150.0",NULL,"439685"
"TR149P","14689","Grains","Weco Bulk","Dry Bulk","50000","69000","South West Pacific","South West Pacific","Recalada","West Coast South America","2026-02-01","2026-02-06","0","rieck-petersen@shipnet.de","+49 (0)40 35 00 426","-38.0","-57.0",NULL,"439685"
"TR149P","14690","Steels","Weco Bulk","General Cargo","20000","49000","South America","South America","Praia Mole","Argentina","2026-01-22","2026-01-27","0","rieck-petersen@shipnet.de","+49 (0)40 35 00 426","-20.3155","-40.3375",NULL,"439685"
"TR149P","14691","Petcoke","Weco Bulk","Dry Bulk","50000","69000","South West Pacific","South West Pacific","SWP","Singapore-Japan Range","2026-01-22","2026-01-27","0","rieck-petersen@shipnet.de","+49 (0)40 35 00 426","-35.0","150.0",NULL,"439685"
"TR149P","14692","DAP","Panocean","Dry Bulk","50000","66000","Persian Gulf","Persian Gulf","Ras Al Khair","Mundra","2026-01-18","2026-01-20","20","chartering@interbulkshipping.in","+91-9560504611","27.4","49.6",NULL,"566532"
"TR149P","14693","Grains","Maxima Shipping","Dry Bulk","32000","40000","Continent","Continent","Plate","West Africa","2026-01-27","2026-02-05","180","rieck-petersen@shipnet.de","+49 (0)172 410 48 72","-34.6412","-58.3668",NULL,"042736"
"TR149P","14694","Grains","Maxima Shipping","Dry Bulk","28000","38000","West Coast Central America","West Coast Central America","West Coast Central America","Atlantic","2026-01-31","2026-02-05","0","rieck-petersen@shipnet.de","+49 (0)172 410 48 72","8.951","-79.5188",NULL,"042736"
"TR149P","14695","Scrap","Danbulk","Dry Bulk","24000","38000","Mediterranean","Mediterranean","French Bay","Turkey","2026-01-20","2026-01-25","0","rieck-petersen@shipnet.de","+49 (0)40 35 00 426","43.2965","5.3698",NULL,"485182"
"TR149P","14696","Gypsum","Navision","Dry Bulk","32000","42000","North Africa","North Africa","Morocco","Nigeria","2026-01-20","2026-01-25","30","rieck-petersen@shipnet.de","+49 (0)40 35 00 426","33.5731","-7.5898",NULL,"485182"
"TR149P","14697","Grains","Norden","Dry Bulk","28000","40000","Continent","Continent","C/V/B","Spain-Portugal-Morocco Range","2026-01-19","2026-01-24","30","rieck-petersen@shipnet.de","+49 (0)40 35 00 426","50.8503","4.3517",NULL,"485182"
"TR149P","14698","Gypsum","Clipper","Dry Bulk","32000","38000","Mediterranean","Mediterranean","Spain Med","East Coast South America","2026-01-21","2026-01-24","0","rieck-petersen@shipnet.de","+49 (0)40 35 00 426","36.7213","-4.4214",NULL,"485182"
"TR149P","14699","Grains","Drydot","Dry Bulk","30000","40000","Continent","Continent","Rouen","Morocco","2026-01-21","2026-01-25","0","rieck-petersen@shipnet.de","+49 (0)40 35 00 426","49.4432","1.0993",NULL,"485182"
"TR149P","14700","Bulk Grains","Harmony Bulkers","Dry Bulk","50000","69000","South America","South America","Recalada","Bangladesh","2026-01-20","2026-01-25","75","rieck-petersen@shipnet.de","+49 (0)40 35 00 426","-38.0","-57.0",NULL,"805359"
"TR149P","14701","Grains","Weco Bulk","Dry Bulk","50000","69000","South West Pacific","South West Pacific","SWP","Puerto Quetzal","2026-01-26","2026-01-31","0","rieck-petersen@shipnet.de","+49 (0)40 35 00 426","-35.0","150.0",NULL,"802069"
"TR149P","14702","Grains","Weco Bulk","Dry Bulk","50000","69000","South West Pacific","South West Pacific","Recalada","West Coast South America","2026-02-01","2026-02-06","0","rieck-petersen@shipnet.de","+49 (0)40 35 00 426","-38.0","-57.0",NULL,"802069"
"TR149P","14703","Steels","Weco Bulk","General Cargo","20000","49000","South America","South America","Praia Mole","Argentina","2026-01-22","2026-01-27","0","rieck-petersen@shipnet.de","+49 (0)40 35 00 426","-20.3155","-40.3128",NULL,"802069"
"TR149P","14704","Petcoke","Weco Bulk","Dry Bulk","50000","69000","South West Pacific","South West Pacific","SWP","Singapore-Japan Range","2026-01-22","2026-01-27","0","rieck-petersen@shipnet.de","+49 (0)40 35 00 426","-35.0","150.0",NULL,"802069"
"TR149P","14705","DAP","Panocean","Dry Bulk","50000","66000","Persian Gulf","Persian Gulf","Ras Al Khair","Mundra","2026-01-18","2026-01-20","20","chartering@interbulkshipping.in","+91-9560504611","27.4","49.6",NULL,"873087"
"TR149P","14706","Scrap","Danbulk","Dry Bulk","24000","38000","Mediterranean","Mediterranean","French Bay","Turkey","2026-01-20","2026-01-25","0","rieck-petersen@shipnet.de","+49 (0)40 35 00 426","43.2965","5.3698",NULL,"971401"
"TR149P","14707","Gypsum","Navision","Dry Bulk","32000","42000","West Africa","West Africa","Morocco","Nigeria","2026-01-20","2026-01-25","30","rieck-petersen@shipnet.de","+49 (0)40 35 00 426","33.5898","-7.6039",NULL,"971401"
"TR149P","14708","Grains","Norden","Dry Bulk","28000","40000","Mediterranean","Mediterranean","C/V/B","Spain-Portugal-Morocco Range","2026-01-19","2026-01-24","30","rieck-petersen@shipnet.de","+49 (0)40 35 00 426","36.1408","-5.3536",NULL,"971401"
"TR149P","14709","Gypsum","Clipper","Dry Bulk","32000","38000","East Coast South America","East Coast South America","Spain Med","ECSA","2026-01-21","2026-01-24","0","rieck-petersen@shipnet.de","+49 (0)40 35 00 426","40.4168","-3.7038",NULL,"971401"
"TR149P","14710","Grains","Drydot","Dry Bulk","30000","40000","Mediterranean","Mediterranean","Rouen","Morocco","2026-01-21","2026-01-25","0","rieck-petersen@shipnet.de","+49 (0)40 35 00 426","49.4432","1.0993",NULL,"971401"
"TR149P","14711","Grains","Maxima Shipping","Dry Bulk","32000","40000","Continent","Continent","Plate","West Africa","2026-01-27","2026-02-05","180","rieck-petersen@shipnet.de","+49 (0)40 35 00 426","-38.0","-57.5",NULL,"379378"
"TR149P","14712","Grains","Maxima Shipping","Dry Bulk","28000","38000","West Coast Central America","West Coast Central America","West Coast Central America","Atlantic","2026-01-31","2026-02-05","0","rieck-petersen@shipnet.de","+49 (0)40 35 00 426","9.0","-79.5",NULL,"379378"
"TR149P","14713","Bulk Grains","Harmony Bulkers","Dry Bulk","50000","69000","South America","South America","Recalada","Bangladesh","2026-01-20","2026-01-25","75","rieck-petersen@shipnet.de","+49 (0)40 35 00 426","-38.0","-57.0",NULL,"793336"
"TR149P","14714","Grains","Weco Bulk","Dry Bulk","50000","69000","South West Pacific","South West Pacific","SWP","Puerto Quetzal","2026-01-26","2026-01-31","0","rieck-petersen@shipnet.de","+49 (0)40 35 00 426","-35.0","150.0",NULL,"215553"
"TR149P","14715","Grains","Weco Bulk","Dry Bulk","50000","69000","South West Pacific","South West Pacific","Recalada","West Coast South America","2026-02-01","2026-02-06","0","rieck-petersen@shipnet.de","+49 (0)40 35 00 426","-38.0","-57.0",NULL,"215553"
"TR149P","14716","Steels","Weco Bulk","General Cargo","20000","49000","South America","South America","Praia Mole","Argentina","2026-01-22","2026-01-27","0","rieck-petersen@shipnet.de","+49 (0)40 35 00 426","-20.3155","-40.3128",NULL,"215553"
"TR149P","14717","Petcoke","Weco Bulk","Dry Bulk","50000","69000","South West Pacific","South West Pacific","SWP","Singapore-Japan Range","2026-01-22","2026-01-27","0","rieck-petersen@shipnet.de","+49 (0)40 35 00 426","-35.0","150.0",NULL,"215553"
"TR149P","14718","DAP","Panocean","Dry Bulk","50000","66000","Persian Gulf","Persian Gulf","Ras Al Khair","Mundra","2026-01-18","2026-01-20","20","chartering@interbulkshipping.in","+91-9560504611","27.4","49.6",NULL,"365291"
"TR149P","14719","Grains","Maxima Shipping","Dry Bulk","32000","40000","Continent","Continent","Plate","West Africa","2026-01-27","2026-02-05","180","rieck-petersen@shipnet.de","+49 (0)40 35 00 426","-34.6415","-58.3662",NULL,"639736"
"TR149P","14720","Grains","Maxima Shipping","Dry Bulk","28000","38000","West Coast Central America","West Coast Central America","West Coast Central America","Atlantic","2026-01-31","2026-02-05","0","rieck-petersen@shipnet.de","+49 (0)40 35 00 426","8.951","-79.5188",NULL,"639736"
"TR149P","14721","Bulk Grains","Harmony Bulkers","Dry Bulk","50000","69000","South America","South America","Recalada","Bangladesh","2026-01-20","2026-01-25","75","rieck-petersen@shipnet.de","+49 (0)40 35 00 426","-38.0","-57.0",NULL,"311446"
"TR149P","14722","Scrap","Danbulk","Dry Bulk","24000","38000","Mediterranean","Mediterranean","French Bay","Turkey","2026-01-20","2026-01-25","0","rieck-petersen@shipnet.de","+49 (0)40 35 00 426","43.2965","5.3698",NULL,"354043"
"TR149P","14723","Gypsum","Navision","Dry Bulk","32000","42000","North Africa","North Africa","Morocco","Nigeria","2026-01-20","2026-01-25","30","rieck-petersen@shipnet.de","+49 (0)40 35 00 426","33.5731","-7.5898",NULL,"354043"
"TR149P","14724","Grains","Norden","Dry Bulk","28000","40000","Continent","Continent","C/V/B","Spain-Portugal-Morocco Range","2026-01-19","2026-01-24","30","rieck-petersen@shipnet.de","+49 (0)40 35 00 426","50.8503","4.3517",NULL,"354043"
"TR149P","14725","Gypsum","Clipper","Dry Bulk","32000","38000","Mediterranean","Mediterranean","Spain Med","East Coast South America","2026-01-21","2026-01-24","0","rieck-petersen@shipnet.de","+49 (0)40 35 00 426","36.7213","-4.4214",NULL,"354043"
"TR149P","14726","Grains","Drydot","Dry Bulk","30000","40000","Continent","Continent","Rouen","Morocco","2026-01-21","2026-01-25","0","rieck-petersen@shipnet.de","+49 (0)40 35 00 426","49.4432","1.0993",NULL,"354043"
"TR149P","14727","Grains","Weco Bulk","Dry Bulk","50000","69000","South West Pacific","South West Pacific","SWP","Puerto Quetzal","2026-01-26","2026-01-31","0","rieck-petersen@shipnet.de","+49 (0)172 410 48 72","-35.0","150.0",NULL,"389447"
"TR149P","14728","Grains","Weco Bulk","Dry Bulk","50000","69000","South West Pacific","South West Pacific","Recalada","West Coast South America","2026-02-01","2026-02-06","0","rieck-petersen@shipnet.de","+49 (0)172 410 48 72","-38.0","-57.0",NULL,"389447"
"TR149P","14729","Steels","Weco Bulk","General Cargo","20000","49000","South America","South America","Praia Mole","Argentina","2026-01-22","2026-01-27","0","rieck-petersen@shipnet.de","+49 (0)172 410 48 72","-20.3155","-40.3384",NULL,"389447"
"TR149P","14730","Petcoke","Weco Bulk","Dry Bulk","50000","69000","South West Pacific","South West Pacific","SWP","Singapore-Japan Range","2026-01-22","2026-01-27","0","rieck-petersen@shipnet.de","+49 (0)172 410 48 72","-35.0","150.0",NULL,"389447"
"TR149P","14731","DAP","Panocean","Dry Bulk","50000","66000","Persian Gulf","Persian Gulf","Ras Al Khair","Mundra","2026-01-18","2026-01-20","20","chartering@interbulkshipping.in","+91-9560504611","27.4","49.6",NULL,"413016"
"TR149P","14732","Grains","Maxima Shipping","Dry Bulk","32000","40000","Continent","Continent","Continent","Worldwide","2026-01-27","2026-02-05","180","rieck-petersen@shipnet.de","+49 (0)40 35 00 426","51.0","4.0",NULL,"905933"
"TR149P","14733","Grains","Maxima Shipping","Dry Bulk","28000","38000","West Coast Central America","West Coast Central America","West Coast Central America","Atlantic","2026-01-31","2026-02-05","0","rieck-petersen@shipnet.de","+49 (0)40 35 00 426","13.0","-89.0",NULL,"905933"
"TR149P","14734","Grains","Maxima Shipping","Dry Bulk","32000","40000","Continent","Continent","Plate","West Africa","2026-01-27","2026-02-05","180","rieck-petersen@shipnet.de","+49 (0)40 35 00 426","-34.0","-58.0",NULL,"816501"
"TR149P","14735","Grains","Maxima Shipping","Dry Bulk","28000","38000","West Coast Central America","West Coast Central America","West Coast Central America","Atlantic","2026-01-31","2026-02-05","0","rieck-petersen@shipnet.de","+49 (0)40 35 00 426","8.0","-80.0",NULL,"816501"
"TR149P","14736","Bulk Grains","Harmony Bulkers","Dry Bulk","50000","69000","South America","South America","Recalada","Bangladesh","2026-01-20","2026-01-25","75","rieck-petersen@shipnet.de","+49 (0)40 35 00 426","-38.0","-57.0",NULL,"056729"
"TR149P","14737","Bulk Grains","Harmony Bulkers","Dry Bulk","50000","69000","South America","South America","Recalada","Bangladesh","2026-01-20","2026-01-25","75","rieck-petersen@shipnet.de","+49 (0)40 35 00 426","-38.0","-57.0",NULL,"570894"
"TR149P","14738","Scrap","Danbulk","Dry Bulk","24000","38000","Mediterranean","Mediterranean","French Bay","Turkey","2026-01-20","2026-01-25","0","rieck-petersen@shipnet.de","+49 (0)40 35 00 426","43.2965","5.3698",NULL,"157390"
"TR149P","14739","Gypsum","Navision","Dry Bulk","32000","42000","North Africa","North Africa","Morocco","Nigeria","2026-01-20","2026-01-25","30","rieck-petersen@shipnet.de","+49 (0)40 35 00 426","33.5731","-7.5898",NULL,"157390"
"TR149P","14740","Grains","Norden","Dry Bulk","28000","40000","Continent","Continent","C/V/B","Spain-Portugal-Morocco Range","2026-01-19","2026-01-24","30","rieck-petersen@shipnet.de","+49 (0)40 35 00 426","50.8503","4.3517",NULL,"157390"
"TR149P","14741","Gypsum","Clipper","Dry Bulk","32000","38000","Mediterranean","Mediterranean","Spain Med","East Coast South America","2026-01-21","2026-01-24","0","rieck-petersen@shipnet.de","+49 (0)40 35 00 426","36.7213","-4.4214",NULL,"157390"
"TR149P","14742","Grains","Drydot","Dry Bulk","30000","40000","Continent","Continent","Rouen","Morocco","2026-01-21","2026-01-25","0","rieck-petersen@shipnet.de","+49 (0)40 35 00 426","49.4432","1.0993",NULL,"157390"
"TR149P","14743","Scrap","Danbulk","Dry Bulk","24000","38000","Mediterranean","Mediterranean","French Bay","Turkey","2026-01-20","2026-01-25","0","rieck-petersen@shipnet.de","+49 (0)40 35 00 426","43.2965","5.3698",NULL,"364084"
"TR149P","14744","Gypsum","Navision","Dry Bulk","32000","42000","West Africa","West Africa","Morocco","Nigeria","2026-01-20","2026-01-25","30","rieck-petersen@shipnet.de","+49 (0)40 35 00 426","33.5898","-7.6039",NULL,"364084"
"TR149P","14745","Grains","Norden","Dry Bulk","28000","40000","Mediterranean","Mediterranean","C/V/B","Spain-Portugal-Morocco Range","2026-01-19","2026-01-24","30","rieck-petersen@shipnet.de","+49 (0)40 35 00 426","36.7213","-4.4214",NULL,"364084"
"TR149P","14746","Gypsum","Clipper","Dry Bulk","32000","38000","East Coast South America","East Coast South America","Spain Med","ECSA","2026-01-21","2026-01-24","0","rieck-petersen@shipnet.de","+49 (0)40 35 00 426","36.7213","-4.4214",NULL,"364084"
"TR149P","14747","Grains","Drydot","Dry Bulk","30000","40000","Mediterranean","Mediterranean","Rouen","Morocco","2026-01-21","2026-01-25","0","rieck-petersen@shipnet.de","+49 (0)40 35 00 426","49.4432","1.0993",NULL,"364084"
"TR149P","14748","Grains","Weco Bulk","Dry Bulk","50000","69000","South West Pacific","South West Pacific","SWP","Puerto Quetzal","2026-01-26","2026-01-31","0","rieck-petersen@shipnet.de","+49 (0)40 35 00 426","-35.0","150.0",NULL,"111607"
"TR149P","14749","Grains","Weco Bulk","Dry Bulk","50000","69000","South West Pacific","South West Pacific","Recalada","West Coast South America","2026-02-01","2026-02-06","0","rieck-petersen@shipnet.de","+49 (0)40 35 00 426","-38.0","-57.0",NULL,"111607"
